block,unit,sample,route,forecast,rule,n_days,mean,sd,Sharpe_ann,t,t_hac,t_lag,MaxDD,worst_day,worst_date,Sharpe_hold,delta_Sharpe,beats_hold,modal_pick,modal_pick_share,null_share,d_hold_mean,d_hold_t_hac,d_hold_t_lag,d_hold_ci_lo,d_hold_ci_hi,d_hold_positive,d_hold_Sharpe,n_traded,frac_gated_out,d_ctrl2_mean,d_ctrl2_t_hac,d_ctrl2_t_lag,d_ctrl2_ci_lo,d_ctrl2_ci_hi,d_ctrl2_positive,d_ctrl2_Sharpe
walk_forward_selected,per_contract_pts,whole,all_routes,-,"choice over 16 (route, forecast) cells on an expanding window, 5-day embargo, null = always hold",797,1.421975804506752,7.049497263592548,3.2020958729972624,5.694599965726818,5.905498571160266,13,-108.55576555429059,-38.653408648553345,2022-10-13,3.277554104217953,-0.0754582312206904,False,always hold (cash settlement),0.9636135508155583,0.9636135508155583,-0.04465636491984821,-1.5683661844009968,13,-0.10970251075596274,0.0,False,-0.0754582312206904,,,,,,,,,
fixed_rule_oos,per_contract_pts,whole,A_persistence_profile,a0,full_two_stage,797,1.064418056928564,5.302200532346492,3.1868113464881733,5.667417998794223,6.344588472778237,13,-78.92689861201427,-33.32410624195376,2022-09-21,3.277554104217953,-0.09074275772977947,False,full_two_stage,1.0,,-0.402214112498036,-2.368747956138733,13,-0.7500665025813074,-0.06565828032155271,False,-0.09074275772977947,453.0,0.4316185696361355,-0.2677046667621168,-1.784626573232343,13.0,-0.565323136443559,0.015263641693804859,False,0.1286597612704088
fixed_rule_oos,per_contract_pts,whole,A_persistence_profile,a0,control_i_gate_only_hold,797,1.1020083605639017,5.4308253206919455,3.221212128098349,5.728596270010355,6.3392624405071425,13,-86.54193313142358,-33.32410624195376,2022-09-21,3.277554104217953,-0.05634197611960401,False,control_i_gate_only_hold,1.0,,-0.36462380886269846,-2.2984063802466306,13,-0.6872077541987673,-0.06808262192083554,False,-0.05634197611960401,453.0,0.4316185696361355,-0.23011436312677908,-1.4853753066993174,13.0,-0.5321187252955727,0.04381577652226225,False,0.16306054288058425
fixed_rule_oos,per_contract_pts,whole,A_persistence_profile,a0,control_ii_p37_rule_only,797,1.332122723690681,6.914893544989366,3.0581515852177645,5.4386097740626225,5.83244852825414,13,-91.56064518217568,-38.653408648553345,2022-10-13,3.277554104217953,-0.21940251900018826,False,control_ii_p37_rule_only,1.0,,-0.13450944573591928,-2.008270693882821,13,-0.26079051472908404,-0.004268254844463751,False,-0.21940251900018826,797.0,0.0,0.0,,13.0,0.0,0.0,False,0.0
fixed_rule_oos,per_contract_pts,whole,A_persistence_profile,a0,control_iii_reverse,797,0.1337457204660971,4.305242077321291,0.4931540325731797,0.877024001895546,0.9033956021933602,13,-103.68401009650286,-39.4833387640446,2022-10-13,3.277554104217953,-2.784400071644773,False,control_iii_reverse,1.0,,-1.3328864489605028,-6.830308946113882,13,-1.734160995048175,-0.950069807230898,False,-2.784400071644773,344.0,0.5683814303638645,-1.1983770032245835,-6.259839731726501,13.0,-1.5785674012511832,-0.8353093059711361,False,-2.5649975526445847
fixed_rule_oos,per_contract_pts,whole,A_persistence_profile,a0,oracle_gate_on_actual_1530,797,1.1446780312744445,6.107753794522565,2.975103618001615,5.2909174593974475,5.601026329062512,13,-75.36816959620865,-38.653408648553345,2022-10-13,3.277554104217953,-0.30245048621633774,False,oracle_gate_on_actual_1530,1.0,,-0.32195413815215557,-2.2453470348882476,13,-0.5961969035631037,-0.04555600908128343,False,-0.30245048621633774,549.0,0.3111668757841907,-0.1874446924162363,-1.5287287272055208,13.0,-0.41586287269541605,0.05239999508739015,False,-0.08304796721614949
fixed_rule_oos,per_contract_pts,whole,A_persistence_profile,blk2,full_two_stage,797,0.9418052606703138,5.346374554346987,2.7964174352431175,4.973142361283369,4.903530870723287,13,-114.24647491008218,-33.32410624195376,2022-09-21,3.277554104217953,-0.4811366689748353,False,full_two_stage,1.0,,-0.5248269087562862,-3.1597302837382824,13,-0.8479907372522123,-0.2110763725472709,False,-0.4811366689748353,457.0,0.42659974905897113,-0.33541391334910087,-2.2725970280285446,13.0,-0.6089199226935268,-0.06083436592235638,False,-0.13816532321549957
fixed_rule_oos,per_contract_pts,whole,A_persistence_profile,blk2,control_i_gate_only_hold,797,0.9898511666885508,5.478775075852523,2.8680498678265613,5.100533315306485,5.0482024246853765,13,-111.12635525668611,-33.32410624195376,2022-09-21,3.277554104217953,-0.40950423639139144,False,control_i_gate_only_hold,1.0,,-0.47678100273804913,-3.058670332491171,13,-0.7751920079900398,-0.17927563416892928,False,-0.40950423639139144,457.0,0.42659974905897113,-0.28736800733086393,-1.8803858365926633,13.0,-0.5663317518646436,-0.0032883036593322128,False,-0.0665328906320557
fixed_rule_oos,per_contract_pts,whole,A_persistence_profile,blk2,control_ii_p37_rule_only,797,1.2772191740194148,6.9090659537990735,2.934582758458617,5.218855255604409,5.47346132756785,13,-135.3302077187753,-38.653408648553345,2022-10-13,3.277554104217953,-0.34297134575933574,False,control_ii_p37_rule_only,1.0,,-0.1894129954071853,-2.2657679417209033,13,-0.3650703798282508,-0.03717627748928081,False,-0.34297134575933574,797.0,0.0,0.0,,13.0,0.0,0.0,False,0.0
fixed_rule_oos,per_contract_pts,whole,A_persistence_profile,blk2,control_iii_reverse,797,0.26858539796390807,4.161044687646936,1.0246611927607008,1.8222551180876765,1.8411640448012352,13,-71.60925795281048,-39.4833387640446,2022-10-13,3.277554104217953,-2.252892911457252,False,control_iii_reverse,1.0,,-1.1980467714626921,-5.839355905601514,13,-1.61973569183476,-0.7890303429532628,False,-2.252892911457252,340.0,0.5734002509410289,-1.0086337760555066,-4.707533208033239,13.0,-1.4263675074625624,-0.574458531828555,False,-1.9099215656979163
