segment,bar_end,estimator,train_win,sample,comparison,n,QLIKE_a,QLIKE_b,diff,pct,ci_lo,ci_hi,improves,worse,blown
bar1000,10:00,reclasso,500,common,coefficients,3056,0.1207717483539707,0.12137467130774443,-0.0006029229537737396,-0.49674528241978394,-0.00477144881012224,0.003496615743516213,False,False,False
bar1000,10:00,reclasso,500,common,package,3056,0.1207717483539707,0.12142829596843087,-0.0006565476144601925,-0.5406874972789563,-0.004062201633995644,0.002675735931791244,False,False,False
bar1000,10:00,reclasso,500,common,calibration,3056,0.12137467130774443,0.12142829596843087,-5.362466068645298e-05,-0.04416158545154452,-0.0018342073955561157,0.0015468659476164236,False,False,False
bar1000,10:00,reclasso,500,common,as scored,3056,0.11981244607495765,0.11968311310879437,0.00012933296616329774,0.10806283593720649,-0.003396364421996781,0.0036788739766389555,False,False,False
bar1000,10:00,reclasso,500,deck period,coefficients,1116,0.12286806654471491,0.1206048499420371,0.002263216602677787,1.8765552162831702,-0.00459441304133607,0.009674281618614479,False,False,False
bar1000,10:00,reclasso,500,deck period,package,1116,0.12286806654471491,0.12178482646229177,0.0010832400824231153,0.8894704815780304,-0.004509263787728445,0.007016817318489482,False,False,False
bar1000,10:00,reclasso,500,deck period,calibration,1116,0.1206048499420371,0.12178482646229177,-0.0011799765202546721,-0.9689027398006994,-0.005490677155106096,0.0023700271952343103,False,False,False
bar1000,10:00,reclasso,500,deck period,as scored,1116,0.1212661507637666,0.11849839605427905,0.002767754709487532,2.335689597199056,-0.0028192761155790584,0.009148664170690421,False,False,False
bar1000,10:00,reclasso,2000,common,coefficients,1556,0.12575401783417073,0.12514011556067137,0.0006139022734993707,0.4905719247172454,-0.0041907370804747735,0.005057895297553094,False,False,False
bar1000,10:00,reclasso,2000,common,package,1556,0.12575401783417073,0.12900391357462943,-0.003249895740458677,-2.519222595970777,-0.007052401868839146,0.0005630369663090642,False,False,False
bar1000,10:00,reclasso,2000,common,calibration,1556,0.12514011556067137,0.12900391357462943,-0.0038637980139580477,-2.9951013941315976,-0.006720235453434441,-0.0011831152544744975,True,False,False
bar1000,10:00,reclasso,2000,common,as scored,1556,0.12494092598016485,0.12578452639140045,-0.0008436004112356314,-0.6706710558424507,-0.004669359594215203,0.003006980511594619,False,False,False
bar1000,10:00,reclasso,2000,deck period,coefficients,1116,0.1233189524561714,0.11903549204785864,0.004283460408312767,3.5984733079362465,-0.000448852118530666,0.009218419064788107,False,False,False
bar1000,10:00,reclasso,2000,deck period,package,1116,0.1233189524561714,0.12412883544229285,-0.0008098829861214348,-0.6524535441226685,-0.005036509620167925,0.0035880836712368133,False,False,False
bar1000,10:00,reclasso,2000,deck period,calibration,1116,0.11903549204785864,0.12412883544229285,-0.005093343394434202,-4.103271714654959,-0.008912439197201229,-0.0019096173733168865,True,False,False
bar1000,10:00,reclasso,2000,deck period,as scored,1116,0.1221778564740655,0.12005961043718404,0.0021182460368814717,1.7643285940776492,-0.0017041379794016666,0.006144624907283211,False,False,False
bar1030,10:30,reclasso,500,common,coefficients,3056,0.14851603787125486,0.15005514902795622,-0.0015391111567013647,-1.0256969965186722,-0.004083899059436962,0.0010670150700265702,False,False,False
bar1030,10:30,reclasso,500,common,package,3056,0.14851603787125486,0.15209711397976414,-0.003581076108509278,-2.3544668368827333,-0.0060815340648997926,-0.0010090450508158497,True,False,False
bar1030,10:30,reclasso,500,common,calibration,3056,0.15005514902795622,0.15209711397976414,-0.0020419649518079127,-1.3425402352339093,-0.0032935493384266684,-0.0008253335676838327,True,False,False
bar1030,10:30,reclasso,500,common,as scored,3056,0.14788995192717777,0.14975969918515647,-0.0018697472579786922,-1.2484982730013479,-0.004297032823715835,0.0006120241956090674,False,False,False
bar1030,10:30,reclasso,500,deck period,coefficients,1116,0.16001185761886533,0.1601669016566154,-0.00015504403775004646,-0.09680154647834048,-0.004394822100451895,0.0037836169264152935,False,False,False
bar1030,10:30,reclasso,500,deck period,package,1116,0.16001185761886533,0.16082882921615055,-0.0008169715972852291,-0.5079758406916192,-0.004762249312600086,0.002767467434177646,False,False,False
bar1030,10:30,reclasso,500,deck period,calibration,1116,0.1601669016566154,0.16082882921615055,-0.0006619275595351826,-0.41157270295462134,-0.002754183701771758,0.0013942303862702658,False,False,False
bar1030,10:30,reclasso,500,deck period,as scored,1116,0.15754251055716803,0.15665095817104452,0.0008915523861235259,0.569133056403048,-0.002909775258758706,0.004650871056806179,False,False,False
bar1030,10:30,reclasso,2000,common,coefficients,1556,0.16788673073220323,0.1671998266004622,0.0006869041317410232,0.41082825604983275,-0.0048801133977371325,0.008599949134449926,False,False,False
bar1030,10:30,reclasso,2000,common,package,1556,0.16788673073220323,0.17092963920786314,-0.003042908475659928,-1.780211138197937,-0.008823387372245072,0.004831052432342923,False,False,False
bar1030,10:30,reclasso,2000,common,calibration,1556,0.1671998266004622,0.17092963920786314,-0.003729812607400951,-2.1820748143423048,-0.005546803070979263,-0.0018989507340061767,True,False,False
bar1030,10:30,reclasso,2000,common,as scored,1556,0.16689914624741695,0.16625043441998857,0.0006487118274283811,0.39020158334719235,-0.004703284366518474,0.008349040617430413,False,False,False
bar1030,10:30,reclasso,2000,deck period,coefficients,1116,0.16580479734172943,0.16263632507692752,0.0031684722648019133,1.9481946996178223,-0.00433558141526993,0.013060679827410058,False,False,False
bar1030,10:30,reclasso,2000,deck period,package,1116,0.16580479734172943,0.1650877515421031,0.000717045799626351,0.4343422167473639,-0.007068406324390872,0.010497402295382787,False,False,False
bar1030,10:30,reclasso,2000,deck period,calibration,1116,0.16263632507692752,0.1650877515421031,-0.0024514264651755617,-1.4849232861169372,-0.004272714543113473,-0.0007973732472683073,True,False,False
bar1030,10:30,reclasso,2000,deck period,as scored,1116,0.16337042289942838,0.16027722088342486,0.0030932020160035437,1.929907443462185,-0.004089796909641744,0.012683259839887924,False,False,False
